Subject,Student ID,Score
Sociology,203,72
Sociology,204,72
Sociology,205,72
Sociology,206,71
Sociology,207,94
Sociology,208,71
Sociology,209,71
Sociology,210,72
Sociology,211,72
Sociology,212,72
Sociology,213,82
Sociology,214,68
Sociology,215,81
Sociology,216,71
Sociology,217,72
Sociology,218,56
Sociology,219,71
Sociology,220,72
Sociology,221,72
Sociology,222,72
Sociology,223,71
Sociology,224,77
Sociology,225,71
Sociology,226,72
Sociology,227,72
Sociology,228,72
Sociology,229,72
Sociology,230,78
Sociology,231,90
Sociology,232,72
Sociology,233,72
Sociology,234,71
Sociology,235,71
Sociology,236,71
Sociology,237,71
Sociology,238,71
Sociology,239,71
Sociology,240,81
Sociology,241,71
Sociology,242,72
Sociology,243,72
Sociology,244,72
Sociology,245,47
Sociology,246,90
Sociology,247,72
Sociology,248,71
Sociology,249,68
Sociology,250,55
Sociology,251,59
Sociology,252,71
Sociology,253,71
Sociology,254,59
Sociology,255,67
Sociology,256,71
Sociology,257,72
Sociology,258,71
Sociology,259,67
Sociology,260,72
Sociology,261,84
Sociology,262,71
Sociology,263,71
Sociology,264,71
Sociology,265,71
Sociology,266,72
Sociology,267,73
Sociology,268,90
Sociology,269,72
Sociology,270,72
Sociology,271,72
Sociology,272,72
Sociology,273,81
Sociology,274,72
Sociology,275,72
Sociology,276,72
Sociology,277,71
Sociology,278,71
Sociology,279,72
Sociology,280,72
Sociology,281,71
Sociology,282,71
Sociology,283,72
Sociology,284,71
Sociology,285,72
Sociology,286,57
Sociology,287,73
Sociology,288,71
Sociology,289,72
Sociology,290,72
Sociology,291,72
Sociology,292,71
Sociology,293,72
Sociology,294,96
Sociology,295,83
Sociology,296,72
Sociology,297,71
Sociology,298,71
Sociology,299,71
Sociology,300,71
Sociology,301,72
Sociology,302,75
Sociology,303,72
Sociology,304,72
Sociology,305,72
Sociology,306,72
Sociology,307,72
Sociology,308,72
Sociology,309,72
Sociology,310,78
Sociology,311,72
Sociology,312,72
Sociology,313,72
Sociology,314,71
Sociology,315,77
Sociology,316,91
Sociology,317,72
Sociology,318,73
Sociology,319,68
Sociology,320,70
Sociology,321,72
Sociology,322,72
Sociology,323,72
Sociology,324,72
Sociology,325,72
Sociology,326,72
Sociology,327,72
Sociology,328,73
Sociology,329,71
Sociology,330,73
Sociology,331,73
Sociology,332,73
Sociology,333,73
Sociology,334,73
Sociology,335,90
Sociology,336,72
Sociology,337,72
Sociology,338,71
Sociology,339,72
Sociology,340,72
Sociology,341,82
Sociology,342,72
Sociology,343,72
Sociology,344,72
Sociology,345,72
Sociology,346,73
Sociology,347,78
Sociology,348,72
Sociology,349,73
Sociology,350,69
Sociology,351,68
Sociology,352,71
Sociology,353,72
Sociology,354,59
Sociology,355,69
Sociology,356,92
Sociology,357,58
Sociology,358,72
Sociology,359,72
Sociology,360,72
Sociology,361,72
Sociology,362,72
Sociology,363,91
Sociology,364,78
Sociology,365,72
Sociology,366,52
Sociology,367,72
Sociology,368,73
Sociology,369,59
Sociology,370,72
Sociology,371,75
Sociology,372,78
Sociology,373,72
Sociology,374,72
Sociology,375,72
Sociology,376,72
Sociology,377,82
Sociology,378,72
Sociology,379,72
Sociology,380,72
Sociology,381,73
Sociology,382,73
Sociology,383,72
Sociology,384,72
Sociology,385,81
Sociology,386,72
Sociology,387,72
Sociology,388,72
Sociology,389,72
Sociology,390,72
Sociology,391,72
Sociology,392,72
Sociology,393,72
Sociology,394,69
Sociology,395,72
Sociology,396,59
Sociology,397,68
Sociology,398,78
Sociology,399,27
Sociology,400,72
Sociology,401,72
Sociology,402,72
Sociology,403,68
Sociology,404,81
Sociology,405,72
Sociology,406,58
Sociology,407,71
Sociology,408,72
Sociology,409,72
Sociology,410,72
Sociology,411,72
Sociology,412,75
Sociology,413,68
Sociology,414,68
Sociology,415,72
Sociology,416,72
Sociology,417,70
Sociology,418,72
Sociology,419,72
Sociology,420,72
Sociology,421,72
Sociology,422,72
Sociology,423,68
Sociology,424,72
Sociology,425,47
Sociology,426,72
Sociology,427,72
Sociology,428,72
Sociology,429,72
Sociology,430,72
Sociology,431,72
Sociology,432,72
Sociology,433,72
Sociology,434,55
Sociology,435,72
Sociology,436,72
Sociology,437,72
Sociology,438,77
Sociology,439,71
Sociology,440,73
Sociology,441,66
Sociology,442,76
Sociology,443,80
Sociology,444,80
Sociology,445,66
Sociology,446,66
Sociology,447,70
Sociology,448,72
Sociology,449,80
Sociology,450,80
Sociology,451,66
Sociology,452,66
Sociology,453,66
Sociology,454,66
Sociology,455,80
Sociology,456,80
Sociology,457,80
Sociology,458,66
Sociology,459,54
Sociology,460,66
Sociology,461,66
Sociology,462,66
Sociology,463,66
Sociology,464,80
Sociology,465,80
Sociology,466,66
Sociology,467,66
Sociology,468,80
Sociology,469,80
Sociology,470,80
Sociology,471,66
Sociology,472,58
Sociology,473,67
Sociology,474,67
Sociology,475,67
Sociology,476,72
Sociology,477,67
Sociology,478,66
Sociology,479,66
Sociology,480,66
Sociology,481,80
Sociology,482,80
Sociology,483,66
Sociology,484,66
Sociology,485,80
Sociology,486,66
Sociology,487,80
Sociology,488,80
Sociology,489,67
Sociology,490,67
Sociology,491,71
Sociology,492,72
Sociology,493,72
Sociology,494,75
Sociology,495,67
Sociology,496,67
Sociology,497,80
Sociology,498,58
Sociology,499,66
Sociology,500,71
Sociology,501,80
Sociology,502,80
Sociology,503,66
Sociology,504,80
Sociology,505,66
Sociology,506,66
Sociology,507,66
Sociology,508,66
Sociology,509,66
Sociology,510,66
Sociology,511,66
Sociology,512,66
Sociology,513,66
Sociology,514,80
Sociology,515,80
Sociology,516,58
Sociology,517,66
Sociology,518,66
Sociology,519,66
Sociology,520,67
Sociology,521,71
Sociology,522,94
Sociology,523,94
Sociology,524,66
Sociology,525,66
Sociology,526,77
Sociology,527,80
Sociology,528,67
Sociology,529,67
Sociology,530,71
Sociology,531,72
Sociology,532,72
Sociology,533,67
Sociology,534,67
Sociology,535,77
Sociology,536,66
Sociology,537,66
Sociology,538,80
Sociology,539,83
Sociology,540,66
Sociology,541,66
Sociology,542,70
Sociology,543,80
Sociology,544,66
Sociology,545,66
Sociology,546,66
Sociology,547,67
Sociology,548,67
Sociology,549,66
Sociology,550,71
Sociology,551,84
Sociology,552,66
Sociology,553,66
Sociology,554,66
Sociology,555,67
Sociology,556,80
Sociology,557,80
Sociology,558,66
Sociology,559,80
Sociology,560,66
Sociology,561,80
Sociology,562,67
Sociology,563,69
Sociology,564,59
Sociology,565,67
Sociology,566,67
Sociology,567,80
Sociology,568,80
Sociology,569,66
Sociology,570,59
Sociology,571,75
Sociology,572,66
Sociology,573,66
Sociology,574,67
Sociology,575,67
Sociology,576,66
Sociology,577,80
Sociology,578,85
Sociology,579,66
Sociology,580,80
Sociology,581,67
Sociology,582,66
Sociology,583,66
Sociology,584,80
Sociology,585,58
Sociology,586,66
Sociology,587,66
Sociology,588,71
Sociology,589,71
Sociology,590,80
Sociology,591,66
Sociology,592,66
Sociology,593,80
Sociology,594,80
Sociology,595,80
Sociology,596,66
Sociology,597,66
Sociology,598,66
Sociology,599,80
Sociology,600,80
Sociology,601,80
Sociology,602,66
Sociology,603,66
Sociology,604,66
Sociology,605,80
Sociology,606,80
Sociology,607,66
Sociology,608,55
Sociology,609,67
Sociology,610,72
Sociology,611,81
Sociology,612,80
Sociology,613,66
Sociology,614,66
Sociology,615,66
Sociology,616,66
Sociology,617,66
Sociology,618,66
Sociology,619,72
Sociology,620,80
Sociology,621,66
Sociology,622,80
Sociology,623,80
Sociology,624,80
Sociology,625,80
Sociology,626,66
Sociology,627,70
Sociology,628,80
Sociology,629,80
Sociology,630,80
Sociology,631,66
Sociology,632,71
Sociology,633,66
Sociology,634,66
Sociology,635,94
Sociology,636,66
Sociology,637,66
Sociology,638,66
Sociology,639,66
Sociology,640,77
Sociology,641,66
Sociology,642,66
Sociology,643,66
Sociology,644,66
Sociology,645,66
Sociology,646,77
Sociology,647,66
Sociology,648,80
Sociology,649,66
Sociology,650,66
Sociology,651,67
Sociology,652,66
Sociology,653,66
Sociology,654,80
Sociology,655,66
Sociology,656,66
Sociology,657,66
Sociology,658,67
Sociology,659,67
Sociology,660,70
Sociology,661,80
Sociology,662,80
Sociology,663,66
Sociology,664,66
Sociology,665,66
Sociology,666,80
Sociology,667,80
Sociology,668,66
Sociology,669,67
Sociology,670,67
Sociology,671,80
Sociology,672,66
Sociology,673,80
Sociology,674,80
Sociology,675,72
Sociology,676,80
Sociology,677,66
Sociology,678,80
Sociology,679,66
Sociology,680,67
Sociology,681,67
Sociology,682,67
Sociology,683,70
Sociology,684,66
Sociology,685,37
Sociology,686,66
Sociology,687,66
Sociology,688,66
Sociology,689,66
Sociology,690,66
Sociology,691,66
Sociology,692,66
Sociology,693,80
Sociology,694,80
Sociology,695,66
Sociology,696,55
Sociology,697,68
Sociology,698,77
Sociology,699,80
Sociology,700,80
Sociology,701,66
Sociology,702,66
Sociology,703,59
Sociology,704,66
Sociology,705,75
Sociology,706,80
Sociology,707,66
Sociology,708,66
Sociology,709,81
Sociology,710,66
Sociology,711,81
Sociology,712,67
Sociology,713,67
Sociology,714,81
Sociology,715,37
Sociology,716,66
Sociology,717,66
Sociology,718,80
Sociology,719,71
Sociology,720,80
Sociology,721,80
Sociology,722,80
Sociology,723,66
Sociology,724,66
Sociology,725,66
Sociology,726,66
Sociology,727,66
Sociology,728,80
Sociology,729,90
Sociology,730,66
Sociology,731,80
Sociology,732,66
Sociology,733,66
Sociology,734,80
Sociology,735,80
Sociology,736,80
Sociology,737,66
Sociology,738,55
Sociology,739,66
Sociology,740,66
Sociology,741,67
Sociology,742,72
Sociology,743,66
Sociology,744,80
Sociology,745,66
Sociology,746,66
Sociology,747,80
Sociology,748,66
Sociology,749,66
Sociology,750,80
Sociology,751,66
Sociology,752,66
Sociology,753,71
Sociology,754,58
Sociology,755,73
Sociology,756,80
Sociology,757,80
Sociology,758,80
Sociology,759,92
Sociology,760,70
Sociology,761,66
Sociology,762,80
Sociology,763,66
Sociology,764,66
Sociology,765,66
Sociology,766,67
Sociology,767,75
Sociology,768,80
Sociology,769,80
Sociology,770,66
Sociology,771,66
Sociology,772,67
Sociology,773,66
Sociology,774,66
Sociology,775,66
Sociology,776,66
Sociology,777,66
Sociology,778,66
Sociology,779,66
Sociology,780,70
Sociology,781,80
Sociology,782,27
Sociology,783,80
Sociology,784,66
Sociology,785,66
Sociology,786,72
Sociology,787,84
Sociology,788,66
Sociology,789,80
Sociology,790,80
Sociology,791,80
Sociology,792,80
Sociology,793,86
Sociology,794,29
Sociology,795,66
Sociology,796,66
Sociology,797,66
Sociology,798,66
Sociology,799,80
Sociology,800,80
Sociology,801,80
Sociology,802,66
Sociology,803,67
Sociology,804,67
Sociology,805,67
Sociology,806,66
Sociology,807,66
Sociology,808,66
Sociology,809,66
Sociology,810,66
Sociology,811,58
Sociology,812,66
Sociology,813,67
Sociology,814,67
Sociology,815,67
Sociology,816,67
Sociology,817,67
Sociology,818,67
Sociology,819,66
Sociology,820,71
Sociology,821,80
Sociology,822,66
Sociology,823,66
Sociology,824,72
Sociology,825,77
Sociology,826,81
Sociology,827,69
Sociology,828,72
Sociology,829,80
Sociology,830,80
Sociology,831,80
Sociology,832,59
Sociology,833,66
Sociology,834,66
Sociology,835,66
Sociology,836,66
Sociology,837,80
Sociology,838,66
Sociology,839,66
Sociology,840,58
Sociology,841,66
Sociology,842,80
Sociology,843,66
Sociology,844,66
Sociology,845,66
Sociology,846,66
Sociology,847,67
Sociology,848,66
Sociology,849,66
Sociology,850,66
Sociology,851,66
Sociology,852,66
Sociology,853,80
Sociology,854,80
Sociology,855,66
Sociology,856,68
Sociology,857,75
Sociology,858,66
Sociology,859,80
Sociology,860,80
Sociology,861,66
Sociology,862,66
Sociology,863,80
Sociology,864,66
Sociology,865,71
Sociology,866,78
Sociology,867,80
Sociology,868,67
Sociology,869,67
Sociology,870,80
Sociology,871,80
Sociology,872,80
Sociology,873,67
Sociology,874,81
Sociology,875,80
Sociology,876,80
Sociology,877,80
Sociology,878,66
Sociology,879,71
Sociology,880,71
Sociology,881,66
Sociology,882,66
Sociology,883,66
Sociology,884,80
Sociology,885,80
Sociology,886,66
Sociology,887,66
Sociology,888,80
Sociology,889,66
Sociology,890,66
Sociology,891,66
Sociology,892,66
Sociology,893,66
Sociology,894,66
Sociology,895,75
Sociology,896,80
Sociology,897,81
Sociology,898,57
Sociology,899,66
Sociology,900,71
Sociology,901,94
Sociology,902,66
Sociology,903,66
Sociology,904,66
Sociology,905,66
Sociology,906,75
Sociology,907,80
Sociology,908,90
Sociology,909,66
Sociology,910,68
Sociology,911,66
Sociology,912,66
Sociology,913,80
Sociology,914,80
Sociology,915,57
Sociology,916,66
Sociology,917,66
Sociology,918,77
Sociology,919,80
Sociology,920,66
Sociology,921,80
Sociology,922,80
Sociology,923,80
Sociology,924,80
Sociology,925,58
Sociology,926,66
Sociology,927,67
Sociology,928,69
Sociology,929,66
Sociology,930,73
Sociology,931,80
Sociology,932,80
Sociology,933,80
Sociology,934,66
Sociology,935,80
Sociology,936,80
Sociology,937,80
Sociology,938,66
Sociology,939,66
Sociology,940,66
Sociology,941,70
Sociology,942,80
Sociology,943,72
Sociology,944,66
Sociology,945,80
Sociology,946,67
Sociology,947,78
Sociology,948,66
Sociology,949,66
Sociology,950,80
Sociology,951,80
Sociology,952,67
Sociology,953,67
Sociology,954,67
Sociology,955,66
Sociology,956,92
Sociology,957,66
Sociology,958,66
Sociology,959,80
Sociology,960,80
Sociology,961,66
Sociology,962,66
Sociology,963,66
Sociology,964,67
Sociology,965,67
Sociology,966,67
Sociology,967,67
Sociology,968,71
Sociology,969,72
Sociology,970,81
Sociology,971,81
Sociology,972,81
Sociology,973,81
Sociology,974,67
Sociology,975,55
Sociology,976,66
Sociology,977,66
Sociology,978,80
Sociology,979,80
Sociology,980,66
Sociology,981,66
Sociology,982,80
Sociology,983,80
Sociology,984,66
Sociology,985,66
Sociology,986,66
Sociology,987,66
Sociology,988,80
Sociology,989,80
Sociology,990,80
Sociology,991,80
Sociology,992,66
Sociology,993,80
Sociology,994,80
Sociology,995,59
Sociology,996,80
Sociology,997,66
Sociology,998,66
Sociology,999,80
Sociology,1000,80
Sociology,1001,80
Sociology,1002,77
Sociology,1003,66
Sociology,1004,80
Sociology,1005,67
Sociology,1006,67
Sociology,1007,67
Sociology,1008,80
Sociology,1009,67
Sociology,1010,66
Sociology,1011,55
Sociology,1012,66
Sociology,1013,80
Sociology,1014,99
Sociology,1015,66
Sociology,1016,66
Sociology,1017,66
Sociology,1018,80
Sociology,1019,80
Sociology,1020,80
Sociology,1021,80
Sociology,1022,80
Sociology,1023,66
Sociology,1024,66
Sociology,1025,66
Sociology,1026,59
Sociology,1027,66
Sociology,1028,66
Sociology,1029,66
Sociology,1030,67
Sociology,1031,67
Sociology,1032,71
Sociology,1033,80
Sociology,1034,68
Sociology,1035,71
Sociology,1036,80
Sociology,1037,80
Sociology,1038,80
Sociology,1039,72
Sociology,1040,72
Sociology,1041,81
Sociology,1042,67
Sociology,1043,67
Sociology,1044,67
Sociology,1045,66
Sociology,1046,66
Sociology,1047,70
Sociology,1048,71
Sociology,1049,80
Sociology,1050,80
Sociology,1051,80
Sociology,1052,66
Sociology,1053,80
Sociology,1054,80
Sociology,1055,66
Sociology,1056,66
Sociology,1057,70
Sociology,1058,80
Sociology,1059,80
Sociology,1060,96
Sociology,1061,66
Sociology,1062,66
Sociology,1063,77
Sociology,1064,66
Sociology,1065,66
Sociology,1066,71
Sociology,1067,71
Sociology,1068,75
Sociology,1069,67
Sociology,1070,67
Sociology,1071,67
Sociology,1072,75
Sociology,1073,81
Sociology,1074,67
Sociology,1075,67
Sociology,1076,56
Sociology,1077,68
Sociology,1078,68
Sociology,1079,68
Sociology,1080,68
Sociology,1081,68
Sociology,1082,70
Sociology,1083,67
Sociology,1084,70
Sociology,1085,81
Sociology,1086,81
Sociology,1087,67
Sociology,1088,67
Sociology,1089,81
Sociology,1090,81
Sociology,1091,81
Sociology,1092,81
Sociology,1093,67
Sociology,1094,67
Sociology,1095,67
Sociology,1096,81
Sociology,1097,94
Sociology,1098,67
Sociology,1099,67
Sociology,1100,81
Sociology,1101,81
Sociology,1102,67
Sociology,1103,67
Sociology,1104,69
Sociology,1105,70
Sociology,1106,77
Sociology,1107,81
Sociology,1108,70
Sociology,1109,72
Sociology,1110,81
Sociology,1111,81
Sociology,1112,67
Sociology,1113,67
Sociology,1114,67
Sociology,1115,67
Sociology,1116,55
Sociology,1117,67
Sociology,1118,67
Sociology,1119,72
Sociology,1120,71
Sociology,1121,68
Sociology,1122,70
Sociology,1123,68
Sociology,1124,68
Sociology,1125,82
Sociology,1126,84
Sociology,1127,59
Sociology,1128,81
Sociology,1129,81
Sociology,1130,67
Sociology,1131,24
Sociology,1132,59
Sociology,1133,71
Sociology,1134,81
Sociology,1135,81
Sociology,1136,81
Sociology,1137,81
Sociology,1138,81
Sociology,1139,96
Sociology,1140,67
Sociology,1141,67
Sociology,1142,67
Sociology,1143,72
Sociology,1144,67
Sociology,1145,67
Sociology,1146,68
Sociology,1147,68
Sociology,1148,67
Sociology,1149,81
Sociology,1150,67
Sociology,1151,40
Sociology,1152,67
Sociology,1153,67
Sociology,1154,67
Sociology,1155,72
Sociology,1156,81
Sociology,1157,81
Sociology,1158,67
Sociology,1159,71
Sociology,1160,72
Sociology,1161,81
Sociology,1162,81
Sociology,1163,67
Sociology,1164,58
Sociology,1165,68
Sociology,1166,70
Sociology,1167,71
Sociology,1168,81
Sociology,1169,79
Sociology,1170,82
Sociology,1171,68
Sociology,1172,68
Sociology,1173,68
Sociology,1174,81
Sociology,1175,67
Sociology,1176,67
Sociology,1177,70
Sociology,1178,72
Sociology,1179,81
Sociology,1180,58
Sociology,1181,81
Sociology,1182,81
Sociology,1183,81
Sociology,1184,67
Sociology,1185,78
Sociology,1186,67
Sociology,1187,67
Sociology,1188,67
Sociology,1189,67
Sociology,1190,67
Sociology,1191,71
Sociology,1192,77
Sociology,1193,40
Sociology,1194,67
Sociology,1195,67
Sociology,1196,52
Sociology,1197,82
Sociology,1198,68
Sociology,1199,68
Sociology,1200,79
Sociology,1201,82
Sociology,1202,67
Sociology,1203,68
Sociology,1204,67
Sociology,1205,67
Sociology,1206,78
Sociology,1207,81
Sociology,1208,67
Sociology,1209,67
Sociology,1210,67
Sociology,1211,67
Sociology,1212,72
Sociology,1213,57
Sociology,1214,67
Sociology,1215,81
Sociology,1216,67
Sociology,1217,67
Sociology,1218,67
Sociology,1219,67
Sociology,1220,67
Sociology,1221,90
Sociology,1222,72
Sociology,1223,55
Sociology,1224,68
Sociology,1225,68
Sociology,1226,82
Sociology,1227,67
Sociology,1228,67
Sociology,1229,71
Sociology,1230,81
Sociology,1231,81
Sociology,1232,81
Sociology,1233,81
Sociology,1234,81
Sociology,1235,67
Sociology,1236,67
Sociology,1237,68
Sociology,1238,67
Sociology,1239,67
Sociology,1240,81
Sociology,1241,67
Sociology,1242,81
Sociology,1243,67
Sociology,1244,70
Sociology,1245,81
Sociology,1246,90
Sociology,1247,67
Sociology,1248,78
Sociology,1249,70
Sociology,1250,67
Sociology,1251,68
Sociology,1252,67
Sociology,1253,67
Sociology,1254,68
Sociology,1255,68
Sociology,1256,70
Sociology,1257,81
Sociology,1258,70
Sociology,1259,77
Sociology,1260,81
Sociology,1261,52
Sociology,1262,82
Sociology,1263,67
Sociology,1264,67
Sociology,1265,67
Sociology,1266,67
Sociology,1267,67
Sociology,1268,72
Sociology,1269,70
Sociology,1270,73
Sociology,1271,81
Sociology,1272,67
Sociology,1273,67
Sociology,1274,67
Sociology,1275,81
Sociology,1276,67
Sociology,1277,70
Sociology,1278,81
Sociology,1279,93
Sociology,1280,67
Sociology,1281,67
Sociology,1282,52
Sociology,1283,67
Sociology,1284,67
Sociology,1285,58
Sociology,1286,67
Sociology,1287,76
Sociology,1288,81
Sociology,1289,81
Sociology,1290,67
Sociology,1291,67
Sociology,1292,67
Sociology,1293,71
Sociology,1294,81
Sociology,1295,68
Sociology,1296,67
Sociology,1297,71
Sociology,1298,72
Sociology,1299,72
Sociology,1300,72
Sociology,1301,81
Sociology,1302,81
Sociology,1303,67
Sociology,1304,67
Sociology,1305,68
Sociology,1306,72
Sociology,1307,79
Sociology,1308,82
Sociology,1309,82
Sociology,1310,68
Sociology,1311,68
Sociology,1312,67
Sociology,1313,70
Sociology,1314,70
Sociology,1315,67
Sociology,1316,99
Sociology,1317,67
Sociology,1318,67
Sociology,1319,81
Sociology,1320,67
Sociology,1321,67
Sociology,1322,81
Sociology,1323,79
Sociology,1324,77
Sociology,1325,78
Sociology,1326,81
Sociology,1327,81
Sociology,1328,81
Sociology,1329,67
Sociology,1330,67
Sociology,1331,71
Sociology,1332,67
Sociology,1333,67
Sociology,1334,67
Sociology,1335,67
Sociology,1336,72
Sociology,1337,72
Sociology,1338,72
Sociology,1339,81
Sociology,1340,81
Sociology,1341,81
Sociology,1342,81
Sociology,1343,67
Sociology,1344,67
Sociology,1345,72
Sociology,1346,67
Sociology,1347,67
Sociology,1348,67
Sociology,1349,81
Sociology,1350,84
Sociology,1351,67
Sociology,1352,68
Sociology,1353,68
Sociology,1354,79
Sociology,1355,79
Sociology,1356,79
Sociology,1357,82
Sociology,1358,68
Sociology,1359,79
Sociology,1360,82
Sociology,1361,82
Sociology,1362,67
Sociology,1363,70
Sociology,1364,68
Sociology,1365,67
Sociology,1366,67
Sociology,1367,70
Sociology,1368,67
Sociology,1369,68
Sociology,1370,68
Sociology,1371,68
Sociology,1372,71
Sociology,1373,68
Sociology,1374,67
Sociology,1375,72
Sociology,1376,67
Sociology,1377,67
Sociology,1378,78
Sociology,1379,81
Sociology,1380,81
Sociology,1381,72
Sociology,1382,81
Sociology,1383,81
Sociology,1384,81
Sociology,1385,67
Sociology,1386,71
Sociology,1387,81
Sociology,1388,81
Sociology,1389,55
Sociology,1390,67
Sociology,1391,75
Sociology,1392,67
Sociology,1393,67
Sociology,1394,67
Sociology,1395,71
Sociology,1396,91
Sociology,1397,67
Sociology,1398,67
Sociology,1399,81
Sociology,1400,81
Sociology,1401,67
Sociology,1402,67
Sociology,1403,70
Sociology,1404,70
Sociology,1405,94
Sociology,1406,72
Sociology,1407,68
Sociology,1408,73
Sociology,1409,82
Sociology,1410,67
Sociology,1411,67
Sociology,1412,67
Sociology,1413,81
Sociology,1414,67
Sociology,1415,67
Sociology,1416,59
Sociology,1417,67
Sociology,1418,78
Sociology,1419,81
Sociology,1420,81
Sociology,1421,67
Sociology,1422,81
Sociology,1423,67
Sociology,1424,71
Sociology,1425,72
Sociology,1426,72
Sociology,1427,67
Sociology,1428,67
Sociology,1429,67
Sociology,1430,68
Sociology,1431,71
Sociology,1432,68
Sociology,1433,67
Sociology,1434,70
Sociology,1435,81
Sociology,1436,67
Sociology,1437,79
Sociology,1438,68
Sociology,1439,68
Sociology,1440,79
Sociology,1441,79
Sociology,1442,82
Sociology,1443,67
Sociology,1444,67
Sociology,1445,81
Sociology,1446,81
Sociology,1447,81
Sociology,1448,81
Sociology,1449,81
Sociology,1450,81
Sociology,1451,71
Sociology,1452,71
Sociology,1453,83
Sociology,1454,56
Sociology,1455,67
Sociology,1456,71
Sociology,1457,75
Sociology,1458,67
Sociology,1459,67
Sociology,1460,81
Sociology,1461,67
Sociology,1462,67
Sociology,1463,67
Sociology,1464,67
Sociology,1465,67
Sociology,1466,67
Sociology,1467,67
Sociology,1468,81
Sociology,1469,81
Sociology,1470,81
Sociology,1471,67
Sociology,1472,68
Sociology,1473,70
Sociology,1474,81
Sociology,1475,59
Sociology,1476,81
Sociology,1477,67
Sociology,1478,67
Sociology,1479,67
Sociology,1480,67
Sociology,1481,67
Sociology,1482,67
Sociology,1483,67
Sociology,1484,67
Sociology,1485,81
Sociology,1486,81
Sociology,1487,67
Sociology,1488,77
Sociology,1489,67
Sociology,1490,73
Sociology,1491,67
Sociology,1492,68
Sociology,1493,68
Sociology,1494,68
Sociology,1495,68
Sociology,1496,79
Sociology,1497,82
